pathway	external_id	source	hgnc_symbol_ids
MAPK signaling pathway - Homo sapiens (human)	path:hsa04010	KEGG	HSPA2,HSPA6,CRKL,HSPA8,IKBKB,AKT1,AKT2,AKT3,ARAF,IKBKG,RAPGEF2,MAP3K2,BDNF,FGFR4,MAP4K3,PPP3R2,CACNA1H,CACNA1I,MAP3K8,PPP3R1,MKNK1,MAP3K3,GADD45B,MAP3K1,CACNA1D,CACNA1E,MAP3K4,GADD45G,MAPK8IP2,RELB,MYC,IRAK1,MAP3K20,IRAK4,ERBB2,ERBB3,IGF1R,DDIT3,ERBB4,DUSP7,EPHA2,FASLG,STK3,STK4,CACNA2D2,CACNA2D3,KITLG,CACNA2D1,FGFR2,FGFR3,CACNA2D4,KRAS,ANGPT1,SOS1,IL1RAP,MAX,PTPRR,KIT,GRB2,PTPN7,MAPK10,PAK1,PDGFD,MAPK11,RELA,NFATC1,NGF,NFATC3,STMN1,RASGRP4,DUSP6,HRAS,RRAS2,TRAF2,CSF1,RRAS,PPP3CA,IGF1,CRK,MAPKAPK5,MAPKAPK3,MAPKAPK2,IL1R1,TGFA,DAXX,TGFB2,PPM1B,PPM1A,RASA1,RAC1,JUN,MAP3K7,MAPK9,EGF,PLA2G4E,ELK1,MAPK7,NF1,ANGPT2,NLK,MYD88,ANGPT4,IGF2,CACNB4,DUSP3,ELK4,FOS,CDC25B,CHUK,PAK2,MRAS,VEGFD,VEGFA,ECSIT,FGF9,FGF8,FGF7,FGF6,FGF5,FGF4,FGF3,FGF2,PTPN5,RPS6KA1,RPS6KA2,RPS6KA3,RPS6KA4,RPS6KA5,RPS6KA6,TNFRSF1A,JMJD7-PLA2G4B,PPP5C,INS,MEF2C,CACNB3,CD14,CACNA1A,GADD45A,FLNA,FLNB,FLNC,FGF22,CACNA1B,FGF20,FGF21,PDGFRB,PDGFRA,CACNA1C,VEGFC,MAP2K1,RASGRP3,MKNK2,MAP3K6,VEGFB,RAP1B,RAP1A,NTRK1,MAPK14,PLA2G4C,TGFB3,ARRB2,GNG12,MAPK12,ARRB1,IL1A,FLT4,CACNA1G,RAF1,FLT3,FLT1,AREG,TEK,MECOM,CACNB2,CACNB1,CSF1R,TRADD,DUSP10,MAPK3,FGF19,FGF18,DUSP9,FGF1,DUSP5,NFKB1,NFKB2,FGF10,DUSP1,FGF16,KDR,DUSP2,TGFBR2,TGFBR1,NTF3,SRF,TAOK1,MAP3K5,EFNA5,EFNA4,EFNA3,EFNA2,EFNA1,FLT3LG,DUSP4,TP53,MAPK13,MAPK8IP1,TAOK2,MAPK8IP3,CACNA1S,RASGRF1,RASGRF2,MAP2K2,MAP2K6,FGF17,HSPA1A,MET,PRKACG,PRKACA,EREG,PRKACB,IL1B,SOS2,FGFR1,CDC42,MAP4K1,TGFB1,TAOK3,MAP4K2,MAP4K4,RASGRP2,CACNA1F,EGFR,JUND,MAP2K3,HSPA1B,INSR,MAP2K7,NGFR,MAP2K5,MAP2K4,NTF4,CACNG7,NTRK2,HSPA1L,PGF,PPP3CB,MAPK1,FAS,NRAS,DUSP8,PPP5D1,MAP3K14,MAPK8,PDGFA,PDGFB,PDGFC,RAC2,RAC3,TRAF6,HSPB1,PRKCA,NR4A1,LAMTOR3,PRKCG,PRKCB,TNF,CACNG1,HGF,PLA2G4B,PLA2G4A,DUSP16,PLA2G4F,RASA2,PLA2G4D,PPP3CC,RASGRP1,CASP3,TAB2,TAB1,FGF23,CACNG8,MAP3K11,MAP3K12,MAP3K13,GNA12,BRAF,MAPT,ATF4,CACNG2,CACNG3,CACNG4,CACNG5,CACNG6,ATF2
Fatty acid elongation - Homo sapiens (human)	path:hsa00062	KEGG	HSD17B12,ABHD17A,ABHD17B,ABHD17C,THEM5,THEM4,ELOVL7,HADHB,PPT1,PPT2,HADHA,TECR,ACAA2,MECR,ACOT7,ACOT4,ACOT2,ACOT1,HACD1,HADH,HACD3,HACD2,HACD4,ELOVL6,ECHS1,ELOVL4,ELOVL5,ELOVL2,ELOVL3,ELOVL1
Natural killer cell mediated cytotoxicity - Homo sapiens (human)	path:hsa04650	KEGG	RAET1E,PPP3R2,RAET1G,FYN,RAET1L,IFNAR2,PTK2B,IFNAR1,ARAF,MICB,MICA,PPP3R1,TYROBP,PIK3CA,PIK3CB,PIK3CD,IFNA13,IFNA10,IFNA17,IFNA16,IFNA14,SHC4,SHC1,SHC2,SHC3,IFNG,FASLG,PRF1,KRAS,SYK,PTPN11,CSF2,GRB2,ULBP2,ULBP3,ULBP1,LAT,PAK1,NFATC1,NFATC2,TNFSF10,HLA-C,HLA-B,HLA-A,HLA-G,HLA-E,ITGB2,IFNGR1,HCST,CD48,KIR2DS4,KIR2DS5,KIR2DS2,KIR2DS3,KIR2DS1,PIK3R3,PIK3R2,PIK3R1,IFNGR2,PRKCG,KIR3DL1,KIR3DL2,PTPN6,GZMB,VAV1,VAV3,VAV2,KIR2DL3,KIR2DL2,KIR2DL1,ITGAL,KIR2DL4,LCK,SH2D1B,SH2D1A,MAP2K1,TNFRSF10B,TNFRSF10A,SH3BP2,SOS2,RAF1,FCER1G,IFNB1,MAPK3,MAPK1,ICAM2,ICAM1,HRAS,KIR2DL5A,IFNA8,KLRC4-KLRK1,SOS1,MAP2K2,IFNA2,IFNA1,IFNA7,IFNA6,IFNA5,IFNA4,IFNA21,KLRD1,FCGR3A,FCGR3B,CD244,PLCG2,PLCG1,CD247,FAS,BID,NRAS,ZAP70,KLRC1,KLRC3,KLRC2,RAC2,RAC3,RAC1,PRKCA,PRKCB,NCR3,NCR2,NCR1,TNF,LCP2,CASP3,KLRK1,BRAF,PPP3CA,PPP3CB,PPP3CC
Leishmaniasis - Homo sapiens (human)	path:hsa05140	KEGG	TGFB1,TGFB2,TGFB3,FCGR1A,NCF2,NFKBIB,NFKBIA,FCGR3A,IL12B,IL12A,FCGR3B,MAPK14,ITGB2,IFNGR1,MAPK12,MAPK13,IL1A,IL1B,CYBA,HLA-DRA,STAT1,HLA-DOA,NCF4,JUN,MAP3K7,MAPK3,MAPK1,JAK2,JAK1,C3,HLA-DQB1,RELA,MYD88,IFNGR2,ITGAM,MARCKSL1,HLA-DPB1,NOS2,PRKCB,TLR4,TRAF6,FOS,IFNG,HLA-DRB3,HLA-DRB1,FCGR2C,HLA-DRB4,FCGR2A,CYBB,TNF,ITGB1,NFKB1,HLA-DRB5,PTPN6,IRAK1,PTGS2,IL10,TAB2,TAB1,CR1,IL4,TLR2,ITGA4,ELK1,IRAK4,HLA-DOB,HLA-DPA1,NCF1,HLA-DMA,HLA-DMB,HLA-DQA1,HLA-DQA2,MAPK11
Fatty acid biosynthesis - Homo sapiens (human)	path:hsa00061	KEGG	ACACA,ACACB,ACSL3,OLAH,ACSL1,ACSL6,OXSM,ACSL4,ACSL5,FASN,ACSBG1,ACSBG2,MCAT
Mineral absorption - Homo sapiens (human)	path:hsa04978	KEGG	VDR,MT2A,MT1G,SLC31A1,SLC26A9,FXYD2,S100G,ATP7A,MT1HL1,MT1X,SLC9A3,SLC30A1,CYBRD1,MT1M,SLC6A19,SLC34A2,MT1H,TF,MT1E,MT1F,TRPM7,MT1A,MT1B,SLC46A1,CLCN2,ATP1B4,ATP1B2,ATP1B3,ATP1B1,TRPV6,SLC26A3,SLC26A6,ATP2B1,SLC11A2,SLC39A4,TRPM6,FTL,FTH1,SLC40A1,ATOX1,SLC5A1,HMOX1,HMOX2,HEPH,ATP1A4,ATP1A3,ATP1A2,ATP1A1,STEAP1,STEAP2,SLC8A1
Cholesterol metabolism - Homo sapiens (human)	path:hsa04979	KEGG	SOAT2,SOAT1,STAR,LRPAP1,LCAT,VAPB,VAPA,VDAC3,PCSK9,APOC2,APOC3,APOC1,APOA4,VDAC2,VDAC1,APOA1,APOA2,NCEH1,APOE,APOB,APOH,NPC2,NPC1,PLTP,CYP7A1,LIPA,LIPC,CETP,LIPG,ABCB11,LPL,MYLIP,CD36,TSPO,LPA,OSBPL5,LRP2,LRP1,ABCG5,ABCG8,SCARB1,LDLR,CYP27A1,ANGPTL4,ANGPTL3,ABCA1,SORT1,STARD3,LDLRAP1,ANGPTL8
IL-17 signaling pathway - Homo sapiens (human)	path:hsa04657	KEGG	PTGS2,IKBKB,IL25,IKBKG,IKBKE,USP25,MAP3K7,HSP90AB1,FADD,RELA,IFNG,CCL20,CXCL10,CXCL1,CXCL3,CXCL2,CXCL5,CXCL6,CXCL8,CSF2,GSK3B,CCL2,CCL7,MMP13,NFKBIA,HSP90B1,CSF3,SRSF1,S100A9,JUN,TRAF3IP2,FOS,CHUK,ANAPC5,TNFAIP3,IL17RE,IL17RC,IL17RB,IL17RA,FOSB,MAPK14,MAPK15,MAPK10,MAPK11,MAPK12,MAPK13,MUC5B,IL1B,ELAVL1,TBK1,TRADD,MAPK3,MAPK1,MAPK6,S100A8,MAPK4,FOSL1,S100A7,MAPK9,MAPK7,IL17D,IL17F,IL17A,IL17B,IL17C,NFKB1,MUC5AC,MAPK8,CCL11,CCL17,IL13,IL6,IL4,IL5,HSP90AA1,LCN2,JUND,CEBPB,DEFB4B,DEFB4A,TRAF2,TRAF3,TRAF4,TRAF5,TRAF6,TNF,CASP3,TAB3,TAB2,CASP8,MMP9,MMP3,MMP1
Toxoplasmosis - Homo sapiens (human)	path:hsa05145	KEGG	BCL2L1,HSPA2,HSPA6,HSPA8,IKBKB,AKT1,AKT2,AKT3,IKBKG,TYK2,MAP3K7,PIK3CG,JAK2,RELA,IRAK1,IRAK4,HLA-DPB1,IFNG,HLA-DRB3,ALOX5,HLA-DRB1,HLA-DRB4,HLA-DRB5,LY96,SOCS1,TLR2,TLR4,MAPK11,IL10RA,IL10RB,NFKBIB,GNAO1,NFKBIA,ITGA6,IFNGR1,IFNGR2,LAMB1,LAMB3,LAMB2,LAMB4,PIK3R6,PIK3R5,HLA-DQB1,JAK1,MYD88,CHUK,LAMC2,LAMC3,LAMC1,IRGM,TNFRSF1A,CD40LG,MAPK14,XIAP,MAPK10,CCR5,MAPK12,MAPK13,GNAI2,GNAI3,GNAI1,STAT3,STAT1,CIITA,MAPK3,MAPK1,NFKB1,MAPK8,MAPK9,LAMA1,LAMA2,LAMA3,LAMA4,LAMA5,IL12B,LDLR,CYCS,IL10,HSPA1A,HLA-DOA,HLA-DOB,HLA-DPA1,PPIF,TGFB1,TGFB2,TGFB3,BIRC8,BIRC7,BIRC3,BIRC2,IL12A,MAP2K3,HSPA1B,BAD,MAP2K6,HSPA1L,HLA-DRA,ITGB1,NOS2,TRAF6,CD40,TNF,CASP3,TAB2,TAB1,CASP8,CASP9,PDPK1,BCL2,HLA-DMB,HLA-DQA1,HLA-DQA2,HLA-DMA
Taurine and hypotaurine metabolism - Homo sapiens (human)	path:hsa00430	KEGG	BAAT,CSAD,CDO1,GGT1,GGT6,GGT7,GGT5,GADL1,ADO,GAD1,GAD2
Primary bile acid biosynthesis - Homo sapiens (human)	path:hsa00120	KEGG	CYP7B1,ACOX2,CYP8B1,CYP46A1,SCP2,AKR1D1,AKR1C4,CYP27A1,AMACR,HSD3B7,CYP39A1,ACOT8,SLC27A5,CYP7A1,HSD17B4,BAAT,CH25H
Sphingolipid signaling pathway - Homo sapiens (human)	path:hsa04071	KEGG	PPP2R3B,PPP2R3C,PPP2R3A,AKT1,AKT2,AKT3,MS4A2,CERS6,SGPL1,CERS5,CERS2,CERS3,CERS1,PIK3CA,PIK3CB,PIK3CD,MAP3K5,SPTLC2,SPTLC3,SPTLC1,RELA,PPP2R2D,PPP2R2A,PPP2R2C,PPP2R2B,KRAS,PLD1,PLD2,PPP2CA,PPP2CB,PTEN,MAPK10,MAPK11,ADORA1,ADORA3,MAPK13,GAB2,RAF1,PIK3R3,PIK3R2,PIK3R1,PLCB1,PLCB2,PLCB3,PLCB4,CERS4,HRAS,RHOA,TP53,GNAQ,TNFRSF1A,PRKCZ,PPP2R5D,PPP2R5E,PPP2R5A,PPP2R5B,PPP2R5C,PPP2R1A,PPP2R1B,MAPK14,SMPD1,S1PR5,MAPK12,SMPD2,NSMAF,GNAI2,GNAI3,GNAI1,FCER1G,FCER1A,S1PR3,S1PR2,S1PR1,TRADD,S1PR4,MAPK3,MAPK1,NFKB1,MAPK8,MAPK9,SGPP2,SGPP1,FYN,DEGS1,DEGS2,BDKRB2,SPHK2,SPHK1,BAX,MAP2K2,MAP2K1,SGMS2,SGMS1,ACER2,ACER1,ASAH1,ASAH2,BID,NRAS,GNA13,TRAF2,NOS3,RAC2,RAC3,RAC1,PRKCA,CTSD,PRKCB,PRKCE,PRKCG,TNF,ROCK1,ROCK2,GNA12,OPRD1,PDPK1,ABCC1,BCL2
Phosphatidylinositol signaling system - Homo sapiens (human)	path:hsa04070	KEGG	IPMK,PI4K2B,PI4K2A,CALM2,CALM3,CALM1,PIK3CA,PIK3CB,PIK3CD,INPP4B,INPP4A,MTMR8,MTMR7,MTMR6,MTMR4,PIP4K2A,MTMR2,MTMR1,PIP4K2B,MTM1,IMPA1,IMPA2,PIK3C2G,PIK3C3,IP6K3,IP6K2,IP6K1,INPP5A,INPP5B,INPP5D,INPP5E,INPP5F,INPP5J,INPP5K,PPIP5K2,PTEN,PPIP5K1,CDS1,CDS2,IMPAD1,ITPKA,ITPKC,ITPKB,PIK3R3,PIK3R2,PIK3R1,ITPK1,PLCB1,PLCB2,PLCB3,PLCB4,PIKFYVE,ITPR2,ITPR3,ITPR1,CALML3,CALML6,CALML5,CALML4,PI4KB,PI4KA,PLCZ1,PLCE1,CDIPT,SACM1L,MTMR14,PLCD4,PLCD3,PLCD1,PIP5K1C,MTMR3,PIP5K1A,PIP4K2C,OCRL,PLCG2,PLCG1,DGKZ,INPPL1,DGKQ,DGKK,DGKH,DGKI,SYNJ1,SYNJ2,DGKB,DGKA,DGKG,DGKD,DGKE,PRKCA,PRKCB,PRKCG,IPPK,INPP1,PIK3C2B,PIP4P2,PIP4P1,PIK3C2A,PIP5K1B
Phospholipase D signaling pathway - Homo sapiens (human)	path:hsa04072	KEGG	AVPR1B,AVPR1A,FYN,PTGFR,RAPGEF4,AKT1,PTK2B,AKT3,RAPGEF3,MS4A2,EGF,CXCR2,PIK3CA,PIK3CB,PIK3CD,CXCR1,PIK3CG,GRM8,SHC4,SHC1,SHC2,SHC3,KITLG,KRAS,ADCY4,ADCY5,ADCY6,ADCY7,ADCY1,PLD2,ADCY3,SYK,CXCL8,AVPR2,ADCY8,AKT2,KIT,F2R,GRB2,PTPN11,HRAS,RRAS2,GAB2,ADCY9,RRAS,DNM1,DNM3,DNM2,ADCY2,TSC2,PIK3R6,PIK3R5,PIK3R3,PIK3R2,PIK3R1,GRM4,GRM5,GRM6,GRM7,GRM1,GRM2,GRM3,PLCB1,PLCB2,PLCB3,PLCB4,MRAS,RHOA,RHEB,GNAS,JMJD7-PLA2G4B,AVP,INS,AGTR1,LPAR5,RALB,RALA,PDGFRB,PDGFRA,MAP2K1,PLA2G4C,RAF1,CYTH3,TSC1,FCER1G,FCER1A,ARF1,ARF6,CYTH4,MAPK3,MAPK1,PLPP1,PLPP3,PLPP2,RALGDS,MTOR,GAB1,SOS2,SOS1,MAP2K2,PIP5K1C,PIP5K1B,PIP5K1A,PLCG1,AGPAT5,AGPAT4,AGPAT3,AGPAT2,AGPAT1,LPAR2,LPAR3,LPAR1,LPAR6,LPAR4,PLD1,SPHK2,SPHK1,EGFR,PLCG2,INSR,DGKZ,DGKQ,NRAS,DGKK,DGKH,DGKI,DGKB,DGKA,DGKG,DGKD,DGKE,PDGFA,PDGFB,PDGFC,PDGFD,PRKCA,CYTH1,PLA2G4B,PLA2G4A,CYTH2,PLA2G4F,PLA2G4E,PLA2G4D,GNA12,GNA13
Caffeine metabolism - Homo sapiens (human)	path:hsa00232	KEGG	NAT2,CYP1A2,XDH,NAT1,CYP2A6
Nicotine Pathway (Dopaminergic Neuron), Pharmacodynamics	PA162355621	PharmGKB	STX1A,STX1B,DRD2,STX4,STX6,GNAI1,PPP1R1B,KCNK9,SNAP25,CHRNB2,KCNK3,TH,PRKACA,SEC22B,GNB1,VAMP3,YKT6,CHRNA4,CHRNA5,CHRNA6,CHRNA3,DDC,VAMP1,STX8,SEC22A,VAMP2,VAMP5,VAMP4,ADCY2,PPP1CA,VAMP8,DRD4,STX2,STX5,DRD3,STX7,DRD1,STX11,STX10,STX12,GNG2,CDK5,STX17,STX16,STX19,STX18,SLC18A2,STX3
PPAR signaling pathway - Homo sapiens (human)	path:hsa03320	KEGG	PCK2,CPT2,ACOX1,FABP1,SCP2,ILK,CD36,FABP6,SORBS1,FABP4,PCK1,ME1,APOC3,ACSBG2,SLC27A4,SLC27A1,APOA5,PLIN4,PLIN5,PLIN2,ACADM,ADIPOQ,PLIN1,ACSBG1,FADS2,SCD,GK2,ACOX3,CPT1C,ACAA1,APOA2,FABP2,APOA1,CYP8B1,CYP4A22,CYP7A1,NR1H3,CPT1A,AQP7,HMGCS2,CPT1B,FABP5,RXRG,RXRA,RXRB,SCD5,GK,PPARG,PPARD,LPL,FABP3,PPARA,SLC27A5,UCP1,SLC27A6,EHHADH,SLC27A2,DBI,CYP4A11,OLR1,FABP7,ACOX2,ACSL3,ACSL1,ACSL6,ACSL4,ACSL5,CYP27A1,ACADL,ANGPTL4,PLTP,UBC,PDPK1,MMP1
Shigellosis - Homo sapiens (human)	path:hsa05131	KEGG	MAD2L2,ARPC5L,ACTG1,CRKL,NFKBIB,NFKBIA,UBE2D2,ITGA5,MAPK14,RIPK2,MAPK10,WASL,MAPK12,MAPK13,ABL1,CRK,WASF1,WASF2,U2AF1,RHOG,CTTN,MAPK11,MAPK3,MAPK1,NOD1,ATG5,HCLS1,NFKB1,RELA,MAPK9,ITGB1,SRC,DOCK1,DIAPH1,RAC1,ARPC3,CD44,ARPC2,NOD2,VCL,CHUK,ARPC5,ARPC4,U2AF1L4,U2AF1L5,WAS,MAPK8,IKBKB,FBXW11,ARPC1B,ARPC1A,BTRC,ROCK1,ROCK2,PFN1,PFN2,CDC42,PFN4,CXCL8,ACTB,ELMO3,PFN3,ELMO1,ELMO2,IKBKG
Amphetamine addiction - Homo sapiens (human)	path:hsa05031	KEGG	SLC6A3,HDAC1,GRIN2C,PPP3R2,PPP3R1,GRIA2,JUN,FOSB,GRIA1,GRIA4,GRIN3B,CREB3L4,CALML4,PRKACG,PPP3CB,STX1A,PPP1R1B,CALM2,CALM3,MAOB,CACNA1C,CACNA1D,CAMK4,GRIN3A,PRKCA,GRIN2A,TH,GRIA3,GRIN1,CREB3L1,SIRT1,PRKCB,PDYN,FOS,CAMK2D,CREB3,CREB5,CAMK2G,CREB1,CAMK2A,CAMK2B,PPP1CA,PRKCG,ATF4,DDC,ATF6B,ADCY5,PPP1CB,PPP1CC,GNAS,CALML3,SLC18A2,CALM1,CALML6,CALML5,DRD1,GRIN2B,CREB3L3,MAOA,ARC,PRKACA,CREB3L2,GRIN2D,PRKACB,PPP3CA,SLC18A1,PPP3CC,ATF2
Pathogenic Escherichia coli infection - Homo sapiens (human)	path:hsa05130	KEGG	TUBA8,ACTG1,ARPC1B,FYN,ROCK1,CTNNB1,LY96,CTTN,EZR,ABL1,YWHAZ,TUBA3C,TUBB2A,TUBA3E,TUBA3D,TUBA1C,TUBA1B,TUBA1A,YWHAQ,ARHGEF2,ARPC3,CDH1,CLDN1,ITGB1,TUBB8,TUBB6,ARPC2,TUBB3,ARPC5,ARPC4,HCLS1,PRKCA,OCLN,TUBA4A,RHOA,TUBB1,WAS,TUBB2B,TUBAL3,NCK1,NCK2,TUBB4B,TUBB4A,ARPC5L,TUBB,ROCK2,CD14,CDC42,NCL,TLR4,TLR5,ACTB,KRT18,ARPC1A,WASL
Homologous recombination - Homo sapiens (human)	path:hsa03440	KEGG	ATM,MUS81,BRIP1,XRCC3,XRCC2,UIMC1,RAD54B,RAD54L,TOP3A,SYCP3,POLD1,POLD2,POLD3,POLD4,NBN,BRCA1,BRCA2,BARD1,MRE11,RAD50,BRCC3,ABRAXAS1,BLM,SSBP1,RAD51D,RAD51C,RAD51B,SEM1,RBBP8,TOPBP1,RPA4,PALB2,RPA1,RPA3,RPA2,BABAM1,RAD52,RAD51,BABAM2,EME1,TOP3B
Proteoglycans in cancer - Homo sapiens (human)	path:hsa05205	KEGG	TIMP3,ACTG1,AKT1,AKT2,AKT3,ARAF,HPSE2,CAV2,CAV3,CAV1,DCN,PIK3CA,PIK3CB,PIK3CD,ARHGEF1,CBL,MYC,KRAS,MAPK3,ERBB2,ERBB3,IGF1R,CTSL,ERBB4,CAMK2D,CAMK2G,CAMK2A,CAMK2B,FASLG,SMAD2,MDM2,FGFR1,HPSE,SMO,FN1,CCND1,PTPN11,TLR2,DDX5,IHH,GRB2,TLR4,ACTB,WNT7A,PAK1,WNT7B,WNT2B,CDKN1A,HSPG2,ITGA5,HIF1A,FRS2,RRAS,HSPB2,FZD10,SLC9A1,THBS1,TIAM1,ELK1,PIK3R3,PIK3R2,PIK3R1,NANOG,ROCK2,IGF2,IGF1,PRKACB,MRAS,DROSHA,VEGFA,PRKCG,HRAS,ITPR2,ITPR3,RHOA,ITPR1,FGF2,EIF4B,TP53,TFAP4,ESR1,SDC1,SDC2,VAV2,SDC4,ITGAV,MAP2K2,TNF,WNT10A,FLNA,WNT5A,FLNC,WNT10B,WNT3A,PTPN6,MAP2K1,MAPK14,RPS6,CTTN,PLCE1,MAPK11,MAPK12,NUDT16L1,RAF1,LUM,FZD1,FZD2,FZD3,STAT3,FZD5,FZD6,FZD7,FZD8,FZD9,RPS6KB1,RPS6KB2,HBEGF,MAPK1,PPP1R12A,PPP1R12B,PPP1R12C,PDCD4,ITGA2,KDR,SRC,RRAS2,ARHGEF12,RDX,VTN,MTOR,GAB1,PPP1CC,SOS2,SOS1,MSN,WNT3,WNT2,WNT1,WNT6,WNT4,MET,PRKACG,PRKACA,FZD4,COL21A1,CDC42,TGFB1,TGFB2,PTK2,PLAUR,EGFR,IL12B,CTNNB1,PLCG2,PLCG1,HOXD10,CD63,IQGAP1,TWIST1,FAS,TWIST2,NRAS,WNT8A,WNT8B,PXN,HCLS1,WNT9B,ITGB1,ITGB3,ITGB5,RAC1,PRKCA,CD44,PRKCB,PLAU,GPC1,GPC3,MIR10B,MIR10A,PDPK1,HGF,MIR21,FLNB,PPP1CB,CASP3,PPP1CA,WNT5B,SHH,ROCK1,EZR,MAPK13,ANK1,ANK2,ANK3,BRAF,WNT9A,MMP9,WNT16,PTCH1,MMP2,WNT11
Chemical carcinogenesis - Homo sapiens (human)	path:hsa05204	KEGG	EPHX1,ALDH3B2,GSTA4,GSTA5,ALDH3A1,UGT2A3,UGT2A2,UGT2A1,GSTA3,MGST2,MGST3,MGST1,UGT1A8,UGT1A9,UGT1A4,UGT1A5,UGT1A6,UGT1A7,GSTA1,UGT1A1,AKR1C2,UGT1A3,CYP3A43,GSTT1,CYP1B1,UGT1A10,CBR1,CYP3A7-CYP3A51P,GSTT2B,UGT2B15,UGT2B17,UGT2B10,UGT2B11,SULT1A4,KYAT1,GSTA2,KYAT3,GSTO2,SULT2A1,UGT2B7,UGT2B4,CYP2C8,CYP2A13,NAT2,NAT1,SULT1A1,SULT1A3,SULT1A2,ADH4,ALDH1A3,CYP2A6,ADH1B,ARNT,CYP3A7,CYP3A4,CYP3A5,HPGDS,GSTT2,CYP2C9,CYP1A1,CYP1A2,GSTO1,ADH7,ADH6,ADH5,ALDH3B1,GSTM1,GSTM2,GSTM3,GSTM4,GSTM5,CYP2E1,GSTP1,CHRNA7,CYP2C19,CYP2C18,ADH1A,UGT2B28,PTGS2,HSD11B1,ADH1C,GSTK1
Prolactin signaling pathway - Homo sapiens (human)	path:hsa04917	KEGG	SHC4,TNFSF11,CCND2,PIK3CD,HRAS,MAPK13,PIK3R3,MAPK14,CYP17A1,AKT2,AKT3,MAPK10,MAPK11,MAPK12,TH,GSK3B,RAF1,SHC1,SOS1,LHCGR,STAT3,STAT1,STAT5B,CGA,PIK3CA,PIK3CB,SHC3,NRAS,MAPK3,MAPK1,JAK2,PIK3R2,PIK3R1,NFKB1,RELA,MAPK9,GCK,CISH,GALT,SRC,LHB,SHC2,FOS,ELF5,SOCS7,TNFRSF11A,ESR2,AKT1,MAPK8,KRAS,SOCS5,FOXO3,IRF1,SOCS6,SOCS1,SOCS4,SOCS3,SOCS2,CCND1,SLC2A2,ESR1,MAP2K1,INS,MAP2K2,PRLR,STAT5A,GRB2,CSN2,PRL,SOS2
